"landtype","spp","poolID","amountAtT0"
"339","ABIE.BAL","5",286
"339","ABIE.BAL","6",1388
"339","ABIE.BAL","7",2959
"339","ABIE.BAL","8",147
"339","ABIE.BAL","9",111
"339","ABIE.BAL","10",0
"350","ABIE.BAL","1",0
"350","ABIE.BAL","2",0
"350","ABIE.BAL","3",0
"350","ABIE.BAL","4",0
"350","ABIE.BAL","5",0
"350","ABIE.BAL","6",0
"350","ABIE.BAL","7",0
"350","ABIE.BAL","8",0
"350","ABIE.BAL","9",0
"350","ABIE.BAL","10",0
"352","ABIE.BAL","1",67
"352","ABIE.BAL","2",6
"352","ABIE.BAL","3",176
"352","ABIE.BAL","4",12
"352","ABIE.BAL","5",163
"352","ABIE.BAL","6",861
"352","ABIE.BAL","7",1847
"352","ABIE.BAL","8",80
"352","ABIE.BAL","9",70
"352","ABIE.BAL","10",0
"353","ABIE.BAL","1",54
"353","ABIE.BAL","2",6
"353","ABIE.BAL","3",135
"353","ABIE.BAL","4",10
"353","ABIE.BAL","5",133
"353","ABIE.BAL","6",676
"353","ABIE.BAL","7",1483
"353","ABIE.BAL","8",66
"353","ABIE.BAL","9",53
"353","ABIE.BAL","10",0
"355","ABIE.BAL","1",49
"355","ABIE.BAL","2",5
"355","ABIE.BAL","3",105
"355","ABIE.BAL","4",7
"355","ABIE.BAL","5",187
"355","ABIE.BAL","6",553
"355","ABIE.BAL","7",1190
"355","ABIE.BAL","8",101
"355","ABIE.BAL","9",33
"355","ABIE.BAL","10",0
"357","ABIE.BAL","1",48
"357","ABIE.BAL","2",6
"357","ABIE.BAL","3",123
"357","ABIE.BAL","4",10
"357","ABIE.BAL","5",172
"357","ABIE.BAL","6",686
"357","ABIE.BAL","7",1509
"357","ABIE.BAL","8",93
"357","ABIE.BAL","9",43
"357","ABIE.BAL","10",0
"359","ABIE.BAL","1",91
"359","ABIE.BAL","2",13
"359","ABIE.BAL","3",210
"359","ABIE.BAL","4",18
"359","ABIE.BAL","5",257
"359","ABIE.BAL","6",1090
"359","ABIE.BAL","7",2417
"359","ABIE.BAL","8",124
"359","ABIE.BAL","9",80
"359","ABIE.BAL","10",0
"362","ABIE.BAL","1",172
"362","ABIE.BAL","2",19
"362","ABIE.BAL","3",352
"362","ABIE.BAL","4",24
"362","ABIE.BAL","5",80
"362","ABIE.BAL","6",1449
"362","ABIE.BAL","7",3081
"362","ABIE.BAL","8",35
"362","ABIE.BAL","9",182
"362","ABIE.BAL","10",0
"363","ABIE.BAL","1",242
"363","ABIE.BAL","2",27
"363","ABIE.BAL","3",595
"363","ABIE.BAL","4",37
"363","ABIE.BAL","5",562
"363","ABIE.BAL","6",2596
"363","ABIE.BAL","7",5388
"363","ABIE.BAL","8",281
"363","ABIE.BAL","9",205
"363","ABIE.BAL","10",0
"382","ABIE.BAL","1",225
"382","ABIE.BAL","2",23
"382","ABIE.BAL","3",279
"382","ABIE.BAL","4",29
"382","ABIE.BAL","5",1497
"382","ABIE.BAL","6",2497
"382","ABIE.BAL","7",5520
"382","ABIE.BAL","8",840
"382","ABIE.BAL","9",112
"382","ABIE.BAL","10",0
"385","ABIE.BAL","1",69
"385","ABIE.BAL","2",9
"385","ABIE.BAL","3",160
"385","ABIE.BAL","4",12
"385","ABIE.BAL","5",218
"385","ABIE.BAL","6",874
"385","ABIE.BAL","7",1944
"385","ABIE.BAL","8",108
"385","ABIE.BAL","9",63
"385","ABIE.BAL","10",0
"386","ABIE.BAL","1",74
"386","ABIE.BAL","2",8
"386","ABIE.BAL","3",184
"386","ABIE.BAL","4",14
"386","ABIE.BAL","5",254
"386","ABIE.BAL","6",1025
"386","ABIE.BAL","7",2240
"386","ABIE.BAL","8",129
"386","ABIE.BAL","9",71
"386","ABIE.BAL","10",0
"387","ABIE.BAL","1",101
"387","ABIE.BAL","2",10
"387","ABIE.BAL","3",230
"387","ABIE.BAL","4",15
"387","ABIE.BAL","5",245
"387","ABIE.BAL","6",1141
"387","ABIE.BAL","7",2454
"387","ABIE.BAL","8",128
"387","ABIE.BAL","9",99
"387","ABIE.BAL","10",0
"388","ABIE.BAL","1",55
"388","ABIE.BAL","2",10
"388","ABIE.BAL","3",122
"388","ABIE.BAL","4",11
"388","ABIE.BAL","5",197
"388","ABIE.BAL","6",719
"388","ABIE.BAL","7",1669
"388","ABIE.BAL","8",97
"388","ABIE.BAL","9",43
"388","ABIE.BAL","10",0
"389","ABIE.BAL","1",49
"389","ABIE.BAL","2",7
"389","ABIE.BAL","3",113
"389","ABIE.BAL","4",11
"389","ABIE.BAL","5",170
"389","ABIE.BAL","6",684
"389","ABIE.BAL","7",1579
"389","ABIE.BAL","8",87
"389","ABIE.BAL","9",46
"389","ABIE.BAL","10",0
"390","ABIE.BAL","1",64
"390","ABIE.BAL","2",8
"390","ABIE.BAL","3",155
"390","ABIE.BAL","4",13
"390","ABIE.BAL","5",191
"390","ABIE.BAL","6",849
"390","ABIE.BAL","7",1864
"390","ABIE.BAL","8",98
"390","ABIE.BAL","9",60
"390","ABIE.BAL","10",0
"391","ABIE.BAL","1",30
"391","ABIE.BAL","2",4
"391","ABIE.BAL","3",76
"391","ABIE.BAL","4",7
"391","ABIE.BAL","5",113
"391","ABIE.BAL","6",446
"391","ABIE.BAL","7",1040
"391","ABIE.BAL","8",53
"391","ABIE.BAL","9",28
"391","ABIE.BAL","10",0
"392","ABIE.BAL","1",115
"392","ABIE.BAL","2",11
"392","ABIE.BAL","3",243
"392","ABIE.BAL","4",15
"392","ABIE.BAL","5",258
"392","ABIE.BAL","6",1122
"392","ABIE.BAL","7",2382
"392","ABIE.BAL","8",144
"392","ABIE.BAL","9",103
"392","ABIE.BAL","10",0
"393","ABIE.BAL","1",39
"393","ABIE.BAL","2",5
"393","ABIE.BAL","3",104
"393","ABIE.BAL","4",8
"393","ABIE.BAL","5",135
"393","ABIE.BAL","6",590
"393","ABIE.BAL","7",1333
"393","ABIE.BAL","8",65
"393","ABIE.BAL","9",38
"393","ABIE.BAL","10",0
"394","ABIE.BAL","1",116
"394","ABIE.BAL","2",12
"394","ABIE.BAL","3",253
"394","ABIE.BAL","4",16
"394","ABIE.BAL","5",248
"394","ABIE.BAL","6",1159
"394","ABIE.BAL","7",2462
"394","ABIE.BAL","8",128
"394","ABIE.BAL","9",110
"394","ABIE.BAL","10",0
"395","ABIE.BAL","1",0
"395","ABIE.BAL","2",0
"395","ABIE.BAL","3",0
"395","ABIE.BAL","4",0
"395","ABIE.BAL","5",0
"395","ABIE.BAL","6",0
"395","ABIE.BAL","7",0
"395","ABIE.BAL","8",0
"395","ABIE.BAL","9",0
"395","ABIE.BAL","10",0
"397","ABIE.BAL","1",93
"397","ABIE.BAL","2",9
"397","ABIE.BAL","3",191
"397","ABIE.BAL","4",14
"397","ABIE.BAL","5",192
"397","ABIE.BAL","6",941
"397","ABIE.BAL","7",2065
"397","ABIE.BAL","8",92
"397","ABIE.BAL","9",99
"397","ABIE.BAL","10",0
"400","ABIE.BAL","1",51
"400","ABIE.BAL","2",10
"400","ABIE.BAL","3",97
"400","ABIE.BAL","4",12
"400","ABIE.BAL","5",93
"400","ABIE.BAL","6",558
"400","ABIE.BAL","7",1352
"400","ABIE.BAL","8",50
"400","ABIE.BAL","9",43
"400","ABIE.BAL","10",0
"421","ABIE.BAL","1",2
"421","ABIE.BAL","2",0
"421","ABIE.BAL","3",22
